transaction_id,branch,client_id,client_name,transaction_date,amount,currency,narrative
TXN01642,Westlands,CL512,Client_1642,2022-12-28,1452147.99,KES,FX purchase supported by trade documents and tax compliance certificate.
TXN01218,Kisumu,CL817,Client_1218,2023-09-02,656905.8,KES,FX purchase supported by trade documents and tax compliance certificate.
TXN01500,Nairobi_Main,CL206,Client_1500,2022-06-09,818123.73,KES,FX purchase supported by trade documents and tax compliance certificate.
TXN00946,Westlands,CL628,Client_946,2022-09-24,560690.15,KES,Third-party deposits followed by immediate outward remittances.
TXN02248,Kisumu,CL701,Client_2248,2022-12-22,212943.14,KES,Salary deposit verified with updated KYC; payslips on file.
TXN02188,Kisumu,CL887,Client_2188,2022-11-25,1155464.41,KES,Third-party deposits followed by immediate outward remittances.
TXN02452,Nairobi_Main,CL131,Client_2452,2023-08-29,301861.76,KES,Domestic transfer to supplier with matching invoice and contract.
TXN02120,Nairobi_Main,CL489,Client_2120,2024-05-10,472730.42,KES,Salary deposit verified with updated KYC; payslips on file.
TXN01419,Kisumu,CL828,Client_1419,2024-05-06,1575255.28,KES,Customer activity consistent with historical pattern over last 12 months.
TXN02962,Westlands,CL105,Client_2962,2023-10-26,849386.2,KES,Frequent transfers to M-Pesa agents; smurfing suspected.
TXN02195,Nairobi_Main,CL294,Client_2195,2023-09-28,1742332.95,KES,Rapid withdrawals inconsistent with customer profile; STR recommended.
TXN01011,Westlands,CL765,Client_1011,2023-05-11,4807340.89,KES,Customer refused to provide source of funds documentation.
TXN01437,Nairobi_Main,CL263,Client_1437,2023-03-23,1174294.37,KES,Frequent transfers to M-Pesa agents; smurfing suspected.
TXN01458,Nairobi_Main,CL910,Client_1458,2022-08-06,705605.0,KES,Salary deposit verified with updated KYC; payslips on file.
TXN02703,Kisumu,CL547,Client_2703,2022-04-11,8984787.26,KES,Large transfer to foreign account in Uganda without updated KYC.
TXN02802,Nairobi_Main,CL828,Client_2802,2024-07-20,16580374.54,KES,Multiple cash deposits just below reporting threshold over 3 days.
TXN00358,Westlands,CL843,Client_358,2024-09-24,441502.5,KES,Customer activity consistent with historical pattern over last 12 months.
TXN02204,Eldoret,CL664,Client_2204,2023-01-29,458655.35,KES,Rapid withdrawals inconsistent with customer profile; STR recommended.
TXN02196,Eldoret,CL812,Client_2196,2022-06-05,339969.94,KES,Salary deposit verified with updated KYC; payslips on file.
TXN00077,Westlands,CL805,Client_77,2022-09-28,1588566.13,KES,Rapid withdrawals inconsistent with customer profile; STR recommended.
TXN00136,Westlands,CL926,Client_136,2023-09-16,1599104.09,KES,Domestic transfer to supplier with matching invoice and contract.
TXN02227,Nairobi_Main,CL636,Client_2227,2023-06-12,1459671.7,KES,FX purchase supported by trade documents and tax compliance certificate.
TXN01671,Kisumu,CL738,Client_1671,2022-11-30,1184653.77,KES,Frequent transfers to M-Pesa agents; smurfing suspected.
TXN02764,Kisumu,CL158,Client_2764,2022-02-22,347283.1,KES,Customer activity consistent with historical pattern over last 12 months.
TXN02040,Westlands,CL250,Client_2040,2023-08-22,298890.24,KES,Dormant account reactivated with high-value transfers to Cyprus.
TXN02034,Mombasa,CL826,Client_2034,2024-10-03,769756.19,KES,Customer activity consistent with historical pattern over last 12 months.
TXN00378,Eldoret,CL657,Client_378,2022-12-23,1732381.84,KES,Round-dollar transfers to high-risk jurisdiction; purpose unclear.
TXN02014,Westlands,CL994,Client_2014,2022-12-30,279866.46,KES,Customer activity consistent with historical pattern over last 12 months.
TXN00140,Eldoret,CL355,Client_140,2022-07-13,228295.24,KES,Salary deposit verified with updated KYC; payslips on file.
TXN01829,Nairobi_Main,CL985,Client_1829,2022-10-08,504331.12,KES,Salary deposit verified with updated KYC; payslips on file.
TXN00857,Westlands,CL210,Client_857,2022-03-09,301749.08,KES,Incoming payment from verified business partner; documentation reviewed.
TXN00147,Nairobi_Main,CL491,Client_147,2024-05-23,227324.66,KES,Customer activity consistent with historical pattern over last 12 months.
TXN02052,Eldoret,CL635,Client_2052,2023-05-23,673055.32,KES,Dormant account reactivated with high-value transfers to Mauritius.
TXN02911,Kisumu,CL562,Client_2911,2024-11-05,371485.62,KES,Salary deposit verified with updated KYC; payslips on file.
TXN00388,Westlands,CL364,Client_388,2023-01-04,7948976.65,KES,Large transfer to foreign account in China without updated KYC.
TXN01025,Kisumu,CL840,Client_1025,2024-03-10,1810801.67,KES,Customer activity consistent with historical pattern over last 12 months.
TXN01050,Nairobi_Main,CL746,Client_1050,2024-11-30,5086406.86,KES,Round-dollar transfers to high-risk jurisdiction; purpose unclear.
TXN01919,Nairobi_Main,CL421,Client_1919,2022-07-19,480363.95,KES,Domestic transfer to supplier with matching invoice and contract.
TXN02704,Mombasa,CL262,Client_2704,2022-05-06,3690743.89,KES,Frequent transfers to M-Pesa agents; smurfing suspected.
TXN02472,Kisumu,CL287,Client_2472,2023-04-03,2826955.08,KES,FX purchase supported by trade documents and tax compliance certificate.
TXN02220,Mombasa,CL847,Client_2220,2022-11-27,1176055.82,KES,Customer refused to provide source of funds documentation.
TXN01783,Nairobi_Main,CL666,Client_1783,2023-04-12,188470.3,KES,Customer activity consistent with historical pattern over last 12 months.
TXN01406,Nairobi_Main,CL911,Client_1406,2022-02-13,743321.86,KES,Rapid withdrawals inconsistent with customer profile; STR recommended.
TXN01872,Kisumu,CL247,Client_1872,2022-06-21,1210532.7,KES,Rapid withdrawals inconsistent with customer profile; STR recommended.
TXN00280,Westlands,CL215,Client_280,2022-09-29,412619.23,KES,Domestic transfer to supplier with matching invoice and contract.
TXN02002,Mombasa,CL315,Client_2002,2024-12-26,488374.07,KES,Incoming payment from verified business partner; documentation reviewed.
TXN02825,Nairobi_Main,CL632,Client_2825,2023-02-21,520901.83,KES,Incoming payment from verified business partner; documentation reviewed.
TXN01427,Eldoret,CL223,Client_1427,2022-03-26,2279222.63,KES,Domestic transfer to supplier with matching invoice and contract.
TXN00815,Westlands,CL569,Client_815,2023-10-18,1112690.13,KES,Salary deposit verified with updated KYC; payslips on file.
TXN01928,Kisumu,CL705,Client_1928,2022-02-11,442323.61,KES,Salary deposit verified with updated KYC; payslips on file.
TXN00858,Nairobi_Main,CL359,Client_858,2022-03-30,2245130.04,KES,Dormant account reactivated with high-value transfers to Dubai.
TXN00120,Westlands,CL398,Client_120,2023-09-15,914701.56,KES,Incoming payment from verified business partner; documentation reviewed.
TXN01542,Eldoret,CL498,Client_1542,2022-01-21,1868368.44,KES,Salary deposit verified with updated KYC; payslips on file.
TXN01387,Nairobi_Main,CL475,Client_1387,2022-10-01,1344078.09,KES,Salary deposit verified with updated KYC; payslips on file.
TXN02723,Westlands,CL541,Client_2723,2022-02-03,257497.35,KES,Salary deposit verified with updated KYC; payslips on file.
TXN01553,Westlands,CL569,Client_1553,2024-05-27,292263.83,KES,Domestic transfer to supplier with matching invoice and contract.
TXN02275,Nairobi_Main,CL330,Client_2275,2023-01-12,252439.74,KES,Customer activity consistent with historical pattern over last 12 months.
TXN02404,Eldoret,CL136,Client_2404,2023-03-04,446788.86,KES,FX purchase supported by trade documents and tax compliance certificate.
TXN02428,Eldoret,CL591,Client_2428,2022-05-10,1388907.58,KES,Customer refused to provide source of funds documentation.
TXN02837,Nairobi_Main,CL720,Client_2837,2022-04-08,8151584.88,KES,Multiple cash deposits just below reporting threshold over 3 days.
TXN00072,Kisumu,CL970,Client_72,2022-05-10,5863357.27,KES,Customer refused to provide source of funds documentation.
TXN00980,Nairobi_Main,CL352,Client_980,2024-10-17,2912065.53,KES,Third-party deposits followed by immediate outward remittances.
TXN02309,Westlands,CL525,Client_2309,2022-08-31,785561.44,KES,Domestic transfer to supplier with matching invoice and contract.
TXN00995,Westlands,CL763,Client_995,2022-11-14,596325.53,KES,Multiple cash deposits just below reporting threshold over 3 days.
TXN01258,Kisumu,CL450,Client_1258,2023-05-12,2141714.23,KES,Large transfer to foreign account in Cyprus without updated KYC.
TXN01604,Nairobi_Main,CL494,Client_1604,2023-08-04,308835.98,KES,FX purchase supported by trade documents and tax compliance certificate.
TXN00555,Westlands,CL304,Client_555,2024-02-05,684416.45,KES,Salary deposit verified with updated KYC; payslips on file.
TXN00528,Eldoret,CL714,Client_528,2024-06-26,558862.9,KES,Customer activity consistent with historical pattern over last 12 months.
TXN00084,Westlands,CL492,Client_84,2022-07-02,375949.78,KES,Salary deposit verified with updated KYC; payslips on file.
TXN01618,Mombasa,CL331,Client_1618,2022-12-15,746677.06,KES,Customer refused to provide source of funds documentation.
TXN02579,Westlands,CL745,Client_2579,2024-12-03,657661.4,KES,Salary deposit verified with updated KYC; payslips on file.
TXN02715,Kisumu,CL929,Client_2715,2023-05-16,698963.99,KES,Incoming payment from verified business partner; documentation reviewed.
TXN00884,Nairobi_Main,CL776,Client_884,2024-11-30,1122324.58,KES,Incoming payment from verified business partner; documentation reviewed.
TXN00249,Nairobi_Main,CL232,Client_249,2024-06-07,1859499.58,KES,Incoming payment from verified business partner; documentation reviewed.
TXN00272,Nairobi_Main,CL840,Client_272,2022-07-27,197777.21,KES,Domestic transfer to supplier with matching invoice and contract.
TXN01894,Mombasa,CL698,Client_1894,2023-09-19,1330880.32,KES,Round-dollar transfers to high-risk jurisdiction; purpose unclear.
TXN01973,Kisumu,CL535,Client_1973,2023-06-14,855234.13,KES,FX purchase supported by trade documents and tax compliance certificate.
TXN02721,Eldoret,CL300,Client_2721,2023-05-17,8526944.85,KES,Large transfer to foreign account in UK without updated KYC.
TXN01964,Kisumu,CL613,Client_1964,2022-01-04,848861.15,KES,Salary deposit verified with updated KYC; payslips on file.
TXN01720,Nairobi_Main,CL552,Client_1720,2024-02-06,398379.18,KES,Domestic transfer to supplier with matching invoice and contract.
TXN00098,Nairobi_Main,CL368,Client_98,2023-03-18,648708.47,KES,Salary deposit verified with updated KYC; payslips on file.
TXN00791,Nairobi_Main,CL492,Client_791,2024-01-19,2162242.42,KES,Large transfer to foreign account in UK without updated KYC.
TXN01688,Westlands,CL729,Client_1688,2023-09-12,622072.4,KES,FX purchase supported by trade documents and tax compliance certificate.
TXN02457,Mombasa,CL427,Client_2457,2023-12-21,360037.23,KES,Customer activity consistent with historical pattern over last 12 months.
TXN00114,Nairobi_Main,CL666,Client_114,2024-05-08,13482699.48,KES,Third-party deposits followed by immediate outward remittances.
TXN01873,Mombasa,CL707,Client_1873,2023-05-27,435554.84,KES,Domestic transfer to supplier with matching invoice and contract.
TXN02208,Kisumu,CL980,Client_2208,2023-05-21,2022918.87,KES,Multiple cash deposits just below reporting threshold over 3 days.
TXN01972,Nairobi_Main,CL597,Client_1972,2024-04-02,68990.77,KES,Salary deposit verified with updated KYC; payslips on file.
TXN01152,Eldoret,CL451,Client_1152,2023-08-20,211493.36,KES,Large transfer to foreign account in Somalia without updated KYC.
TXN01669,Mombasa,CL680,Client_1669,2023-12-12,3130045.26,KES,Multiple cash deposits just below reporting threshold over 3 days.
TXN00861,Eldoret,CL456,Client_861,2023-12-23,622840.73,KES,FX purchase supported by trade documents and tax compliance certificate.
TXN02809,Nairobi_Main,CL442,Client_2809,2024-04-29,1025584.44,KES,FX purchase supported by trade documents and tax compliance certificate.
TXN01708,Eldoret,CL555,Client_1708,2022-03-29,2042974.42,KES,Domestic transfer to supplier with matching invoice and contract.
TXN00016,Eldoret,CL489,Client_16,2023-11-06,364542.61,KES,Customer activity consistent with historical pattern over last 12 months.
TXN00971,Kisumu,CL727,Client_971,2023-06-25,591060.16,KES,Incoming payment from verified business partner; documentation reviewed.
TXN00379,Eldoret,CL769,Client_379,2022-06-09,2502653.32,KES,Incoming payment from verified business partner; documentation reviewed.
TXN02084,Eldoret,CL581,Client_2084,2022-04-05,108301.4,KES,Incoming payment from verified business partner; documentation reviewed.
TXN00813,Westlands,CL481,Client_813,2024-07-07,1487912.25,KES,FX purchase supported by trade documents and tax compliance certificate.
TXN00527,Westlands,CL663,Client_527,2024-04-02,172943.51,KES,Domestic transfer to supplier with matching invoice and contract.
TXN02322,Mombasa,CL775,Client_2322,2022-06-14,932156.08,KES,FX purchase supported by trade documents and tax compliance certificate.
TXN00121,Kisumu,CL705,Client_121,2024-10-07,940081.98,KES,FX purchase supported by trade documents and tax compliance certificate.
TXN02502,Eldoret,CL599,Client_2502,2024-03-01,3510841.09,KES,Frequent transfers to M-Pesa agents; smurfing suspected.
TXN01770,Mombasa,CL838,Client_1770,2023-08-12,794954.19,KES,Incoming payment from verified business partner; documentation reviewed.
TXN01237,Westlands,CL355,Client_1237,2024-02-07,6648692.21,KES,Customer refused to provide source of funds documentation.
TXN00654,Nairobi_Main,CL188,Client_654,2024-05-23,249055.7,KES,Domestic transfer to supplier with matching invoice and contract.
TXN00137,Kisumu,CL251,Client_137,2022-07-06,312300.98,KES,Customer activity consistent with historical pattern over last 12 months.
TXN01020,Kisumu,CL666,Client_1020,2022-05-11,727170.43,KES,Incoming payment from verified business partner; documentation reviewed.
TXN00526,Eldoret,CL466,Client_526,2024-07-28,289411.87,KES,Multiple cash deposits just below reporting threshold over 3 days.
TXN00297,Kisumu,CL673,Client_297,2024-08-26,1014310.79,KES,Incoming payment from verified business partner; documentation reviewed.
TXN01727,Westlands,CL798,Client_1727,2024-12-17,371322.26,KES,Domestic transfer to supplier with matching invoice and contract.
TXN02190,Kisumu,CL460,Client_2190,2023-04-12,815851.22,KES,Customer activity consistent with historical pattern over last 12 months.
TXN01285,Nairobi_Main,CL211,Client_1285,2023-12-07,311703.4,KES,Customer activity consistent with historical pattern over last 12 months.
TXN01777,Mombasa,CL117,Client_1777,2024-06-19,846959.21,KES,Frequent transfers to M-Pesa agents; smurfing suspected.
TXN01578,Eldoret,CL225,Client_1578,2022-08-08,1221167.04,KES,Customer activity consistent with historical pattern over last 12 months.
TXN01171,Eldoret,CL544,Client_1171,2022-05-14,2908173.36,KES,Rapid withdrawals inconsistent with customer profile; STR recommended.
TXN01030,Kisumu,CL465,Client_1030,2022-11-21,264089.99,KES,FX purchase supported by trade documents and tax compliance certificate.
TXN02693,Kisumu,CL807,Client_2693,2022-09-20,1417809.23,KES,Multiple cash deposits just below reporting threshold over 3 days.
TXN01679,Mombasa,CL508,Client_1679,2022-07-20,1086875.5,KES,Customer activity consistent with historical pattern over last 12 months.
TXN02191,Nairobi_Main,CL839,Client_2191,2022-07-05,176541.8,KES,Customer activity consistent with historical pattern over last 12 months.
TXN02549,Mombasa,CL385,Client_2549,2023-01-16,1104571.8,KES,Incoming payment from verified business partner; documentation reviewed.
TXN02640,Kisumu,CL118,Client_2640,2024-04-14,713936.24,KES,Incoming payment from verified business partner; documentation reviewed.
TXN02377,Westlands,CL748,Client_2377,2022-01-07,420063.83,KES,Customer activity consistent with historical pattern over last 12 months.
TXN00704,Mombasa,CL888,Client_704,2024-02-24,201607.31,KES,Incoming payment from verified business partner; documentation reviewed.
TXN02922,Mombasa,CL845,Client_2922,2023-11-11,910276.54,KES,FX purchase supported by trade documents and tax compliance certificate.
TXN02545,Westlands,CL272,Client_2545,2023-03-25,13046687.63,KES,Large transfer to foreign account in Uganda without updated KYC.
TXN02720,Eldoret,CL677,Client_2720,2024-01-01,1641618.05,KES,Round-dollar transfers to high-risk jurisdiction; purpose unclear.
TXN01594,Mombasa,CL543,Client_1594,2024-07-02,3313585.38,KES,Dormant account reactivated with high-value transfers to UK.
TXN02285,Mombasa,CL560,Client_2285,2023-05-02,390396.05,KES,FX purchase supported by trade documents and tax compliance certificate.
TXN00935,Kisumu,CL665,Client_935,2024-02-27,735282.54,KES,Customer activity consistent with historical pattern over last 12 months.
TXN02762,Kisumu,CL268,Client_2762,2022-06-16,307730.28,KES,Domestic transfer to supplier with matching invoice and contract.
TXN00840,Nairobi_Main,CL249,Client_840,2023-10-17,465193.07,KES,Domestic transfer to supplier with matching invoice and contract.
TXN02595,Westlands,CL331,Client_2595,2022-02-15,3152126.28,KES,Frequent transfers to M-Pesa agents; smurfing suspected.
TXN02149,Eldoret,CL445,Client_2149,2023-11-22,502686.34,KES,Customer activity consistent with historical pattern over last 12 months.
TXN02391,Nairobi_Main,CL759,Client_2391,2023-08-03,148400.28,KES,FX purchase supported by trade documents and tax compliance certificate.
TXN01981,Kisumu,CL283,Client_1981,2023-08-24,273714.34,KES,Incoming payment from verified business partner; documentation reviewed.
TXN00154,Eldoret,CL429,Client_154,2024-03-06,635760.75,KES,Domestic transfer to supplier with matching invoice and contract.
TXN00082,Mombasa,CL109,Client_82,2022-01-17,693827.6,KES,Salary deposit verified with updated KYC; payslips on file.
TXN00655,Eldoret,CL706,Client_655,2024-07-02,3273439.62,KES,Customer activity consistent with historical pattern over last 12 months.
TXN00862,Eldoret,CL347,Client_862,2024-10-31,187021.55,KES,Salary deposit verified with updated KYC; payslips on file.
TXN00340,Westlands,CL985,Client_340,2024-05-18,884385.12,KES,Customer refused to provide source of funds documentation.
TXN00409,Mombasa,CL901,Client_409,2022-11-28,587838.15,KES,Domestic transfer to supplier with matching invoice and contract.
TXN00474,Mombasa,CL415,Client_474,2024-01-20,1406777.22,KES,Customer activity consistent with historical pattern over last 12 months.
TXN02382,Mombasa,CL533,Client_2382,2022-01-23,620675.81,KES,Dormant account reactivated with high-value transfers to Cyprus.
TXN00688,Kisumu,CL520,Client_688,2024-01-22,415661.05,KES,Salary deposit verified with updated KYC; payslips on file.
TXN02111,Mombasa,CL377,Client_2111,2023-04-23,369209.75,KES,Customer activity consistent with historical pattern over last 12 months.
TXN01363,Eldoret,CL308,Client_1363,2022-05-25,1635766.94,KES,Customer refused to provide source of funds documentation.
TXN02895,Westlands,CL656,Client_2895,2023-10-15,771265.57,KES,Salary deposit verified with updated KYC; payslips on file.
TXN02775,Kisumu,CL417,Client_2775,2022-12-15,383154.04,KES,Salary deposit verified with updated KYC; payslips on file.
TXN00748,Mombasa,CL445,Client_748,2024-04-03,318453.56,KES,Salary deposit verified with updated KYC; payslips on file.
TXN02119,Kisumu,CL620,Client_2119,2022-08-18,89892.2,KES,Salary deposit verified with updated KYC; payslips on file.
TXN01763,Eldoret,CL493,Client_1763,2023-09-08,569664.89,KES,Salary deposit verified with updated KYC; payslips on file.
TXN02305,Kisumu,CL465,Client_2305,2023-02-20,2184652.3,KES,Domestic transfer to supplier with matching invoice and contract.
TXN00571,Kisumu,CL502,Client_571,2022-10-09,547376.89,KES,Incoming payment from verified business partner; documentation reviewed.
TXN01415,Westlands,CL536,Client_1415,2022-02-06,344392.49,KES,Salary deposit verified with updated KYC; payslips on file.
TXN01844,Nairobi_Main,CL280,Client_1844,2024-08-09,1596877.01,KES,Multiple cash deposits just below reporting threshold over 3 days.
TXN01819,Nairobi_Main,CL933,Client_1819,2023-03-08,466124.87,KES,FX purchase supported by trade documents and tax compliance certificate.
TXN00303,Mombasa,CL147,Client_303,2022-09-10,2877879.35,KES,Frequent transfers to M-Pesa agents; smurfing suspected.
TXN02937,Westlands,CL107,Client_2937,2023-02-02,852916.93,KES,Multiple cash deposits just below reporting threshold over 3 days.
TXN02146,Mombasa,CL430,Client_2146,2022-01-24,5614578.6,KES,Frequent transfers to M-Pesa agents; smurfing suspected.
TXN02129,Westlands,CL130,Client_2129,2024-10-15,891594.69,KES,Customer activity consistent with historical pattern over last 12 months.
TXN01413,Eldoret,CL744,Client_1413,2022-11-01,743498.06,KES,Salary deposit verified with updated KYC; payslips on file.
TXN02976,Nairobi_Main,CL781,Client_2976,2024-07-22,581884.73,KES,Domestic transfer to supplier with matching invoice and contract.
TXN00888,Mombasa,CL570,Client_888,2022-03-15,420203.98,KES,Domestic transfer to supplier with matching invoice and contract.
TXN01657,Eldoret,CL271,Client_1657,2022-10-28,607995.45,KES,Salary deposit verified with updated KYC; payslips on file.
TXN02008,Eldoret,CL234,Client_2008,2024-02-15,704060.97,KES,Multiple cash deposits just below reporting threshold over 3 days.
TXN02131,Nairobi_Main,CL439,Client_2131,2022-02-28,2179548.2,KES,Large transfer to foreign account in Mauritius without updated KYC.
TXN02207,Kisumu,CL653,Client_2207,2024-01-02,1527100.23,KES,Domestic transfer to supplier with matching invoice and contract.
TXN01878,Westlands,CL429,Client_1878,2024-08-02,466747.96,KES,FX purchase supported by trade documents and tax compliance certificate.
TXN00618,Mombasa,CL637,Client_618,2023-03-06,2822659.16,KES,Large transfer to foreign account in Hong Kong without updated KYC.
TXN01817,Eldoret,CL693,Client_1817,2024-11-06,119818.0,KES,Customer activity consistent with historical pattern over last 12 months.
TXN01532,Nairobi_Main,CL385,Client_1532,2024-07-19,299061.52,KES,Rapid withdrawals inconsistent with customer profile; STR recommended.
TXN02010,Westlands,CL885,Client_2010,2024-04-01,1041631.82,KES,Customer activity consistent with historical pattern over last 12 months.
TXN00726,Nairobi_Main,CL552,Client_726,2023-06-15,475067.26,KES,Salary deposit verified with updated KYC; payslips on file.
TXN01244,Kisumu,CL112,Client_1244,2024-03-08,589316.66,KES,Frequent transfers to M-Pesa agents; smurfing suspected.
TXN02427,Westlands,CL566,Client_2427,2023-07-14,806484.7,KES,Salary deposit verified with updated KYC; payslips on file.
TXN02096,Nairobi_Main,CL624,Client_2096,2024-02-04,512453.37,KES,FX purchase supported by trade documents and tax compliance certificate.
TXN00246,Westlands,CL897,Client_246,2022-06-15,1087018.18,KES,Third-party deposits followed by immediate outward remittances.
TXN02181,Eldoret,CL958,Client_2181,2022-07-21,473057.71,KES,Salary deposit verified with updated KYC; payslips on file.
TXN02799,Westlands,CL883,Client_2799,2023-12-29,420104.69,KES,FX purchase supported by trade documents and tax compliance certificate.
TXN01966,Westlands,CL409,Client_1966,2024-06-10,575334.26,KES,Customer activity consistent with historical pattern over last 12 months.
TXN02329,Nairobi_Main,CL281,Client_2329,2024-02-04,879295.62,KES,Domestic transfer to supplier with matching invoice and contract.
TXN02853,Westlands,CL515,Client_2853,2024-01-05,249345.82,KES,Incoming payment from verified business partner; documentation reviewed.
TXN01314,Mombasa,CL786,Client_1314,2022-09-10,798481.61,KES,FX purchase supported by trade documents and tax compliance certificate.
TXN02137,Eldoret,CL474,Client_2137,2022-07-17,1609880.75,KES,Frequent transfers to M-Pesa agents; smurfing suspected.
TXN02536,Nairobi_Main,CL611,Client_2536,2024-11-05,439519.37,KES,Incoming payment from verified business partner; documentation reviewed.
TXN02381,Eldoret,CL918,Client_2381,2024-10-29,275231.75,KES,Domestic transfer to supplier with matching invoice and contract.
TXN02974,Westlands,CL834,Client_2974,2024-08-06,2171857.17,KES,Salary deposit verified with updated KYC; payslips on file.
TXN02256,Westlands,CL480,Client_2256,2024-04-03,697001.13,KES,Domestic transfer to supplier with matching invoice and contract.
TXN01168,Kisumu,CL203,Client_1168,2022-02-12,2440023.45,KES,Round-dollar transfers to high-risk jurisdiction; purpose unclear.
TXN01056,Nairobi_Main,CL623,Client_1056,2023-10-02,337683.26,KES,Domestic transfer to supplier with matching invoice and contract.
TXN02127,Westlands,CL529,Client_2127,2022-12-20,236435.57,KES,FX purchase supported by trade documents and tax compliance certificate.
TXN02451,Westlands,CL654,Client_2451,2022-07-17,284550.4,KES,Salary deposit verified with updated KYC; payslips on file.
TXN01729,Eldoret,CL672,Client_1729,2022-10-10,698786.91,KES,Incoming payment from verified business partner; documentation reviewed.
TXN02752,Nairobi_Main,CL630,Client_2752,2023-01-04,1625155.09,KES,Domestic transfer to supplier with matching invoice and contract.
TXN02587,Kisumu,CL112,Client_2587,2022-09-30,214599.11,KES,Incoming payment from verified business partner; documentation reviewed.
TXN01470,Nairobi_Main,CL377,Client_1470,2024-10-19,737647.88,KES,Customer activity consistent with historical pattern over last 12 months.
TXN02318,Eldoret,CL704,Client_2318,2024-05-05,350782.89,KES,Customer activity consistent with historical pattern over last 12 months.
TXN00258,Westlands,CL931,Client_258,2024-04-06,329269.35,KES,Domestic transfer to supplier with matching invoice and contract.
TXN02448,Westlands,CL755,Client_2448,2024-07-18,458591.24,KES,Domestic transfer to supplier with matching invoice and contract.
TXN01158,Westlands,CL207,Client_1158,2024-07-19,2614818.02,KES,Incoming payment from verified business partner; documentation reviewed.
TXN00238,Westlands,CL400,Client_238,2022-07-19,1737241.18,KES,Rapid withdrawals inconsistent with customer profile; STR recommended.
TXN02217,Kisumu,CL438,Client_2217,2023-04-22,398035.38,KES,Domestic transfer to supplier with matching invoice and contract.
TXN00570,Nairobi_Main,CL668,Client_570,2023-07-28,422498.24,KES,Domestic transfer to supplier with matching invoice and contract.
TXN00286,Eldoret,CL804,Client_286,2022-07-15,253500.48,KES,Customer refused to provide source of funds documentation.
TXN01263,Nairobi_Main,CL536,Client_1263,2024-08-14,787902.16,KES,Domestic transfer to supplier with matching invoice and contract.
TXN00116,Eldoret,CL481,Client_116,2022-09-02,667358.82,KES,Domestic transfer to supplier with matching invoice and contract.
TXN02038,Eldoret,CL471,Client_2038,2023-08-20,929063.84,KES,Rapid withdrawals inconsistent with customer profile; STR recommended.
TXN02447,Mombasa,CL324,Client_2447,2023-12-21,663946.52,KES,Salary deposit verified with updated KYC; payslips on file.
TXN00831,Mombasa,CL827,Client_831,2022-10-08,210846.29,KES,Domestic transfer to supplier with matching invoice and contract.
TXN01320,Kisumu,CL230,Client_1320,2023-10-04,474074.65,KES,FX purchase supported by trade documents and tax compliance certificate.
TXN00123,Westlands,CL654,Client_123,2023-12-11,1442597.72,KES,Customer activity consistent with historical pattern over last 12 months.
TXN01315,Mombasa,CL192,Client_1315,2023-11-13,544295.1,KES,FX purchase supported by trade documents and tax compliance certificate.
TXN02431,Eldoret,CL145,Client_2431,2022-05-10,2441554.13,KES,Dormant account reactivated with high-value transfers to Tanzania.
TXN00812,Kisumu,CL288,Client_812,2023-02-25,988794.74,KES,Third-party deposits followed by immediate outward remittances.
TXN02816,Mombasa,CL451,Client_2816,2022-02-24,3056364.16,KES,Round-dollar transfers to high-risk jurisdiction; purpose unclear.
TXN01672,Nairobi_Main,CL918,Client_1672,2023-08-27,417994.23,KES,Incoming payment from verified business partner; documentation reviewed.
TXN02532,Westlands,CL202,Client_2532,2022-06-17,282528.08,KES,Incoming payment from verified business partner; documentation reviewed.
TXN02852,Eldoret,CL724,Client_2852,2024-06-08,3109587.13,KES,Large transfer to foreign account in Somalia without updated KYC.
TXN00552,Mombasa,CL533,Client_552,2024-01-19,484574.24,KES,Domestic transfer to supplier with matching invoice and contract.
TXN00854,Westlands,CL804,Client_854,2023-04-10,1242096.92,KES,Domestic transfer to supplier with matching invoice and contract.
TXN01579,Kisumu,CL284,Client_1579,2022-07-10,323122.21,KES,Incoming payment from verified business partner; documentation reviewed.
TXN01366,Nairobi_Main,CL376,Client_1366,2022-09-13,1273555.79,KES,Round-dollar transfers to high-risk jurisdiction; purpose unclear.
TXN00498,Westlands,CL913,Client_498,2023-07-20,1237613.13,KES,Round-dollar transfers to high-risk jurisdiction; purpose unclear.
TXN01354,Eldoret,CL405,Client_1354,2024-01-15,919337.53,KES,Incoming payment from verified business partner; documentation reviewed.
TXN01952,Westlands,CL233,Client_1952,2023-11-14,1307130.78,KES,Salary deposit verified with updated KYC; payslips on file.
TXN01203,Mombasa,CL165,Client_1203,2024-12-30,588662.48,KES,Domestic transfer to supplier with matching invoice and contract.
TXN00447,Nairobi_Main,CL838,Client_447,2023-07-07,698449.93,KES,FX purchase supported by trade documents and tax compliance certificate.
TXN00675,Kisumu,CL406,Client_675,2023-09-16,201741.37,KES,Customer activity consistent with historical pattern over last 12 months.
TXN00361,Mombasa,CL436,Client_361,2023-09-19,2344099.47,KES,Third-party deposits followed by immediate outward remittances.
TXN01311,Mombasa,CL778,Client_1311,2023-05-09,1436148.93,KES,Customer refused to provide source of funds documentation.
TXN00590,Mombasa,CL946,Client_590,2022-03-28,679780.04,KES,Round-dollar transfers to high-risk jurisdiction; purpose unclear.
TXN01236,Kisumu,CL554,Client_1236,2022-04-18,6421775.05,KES,Large transfer to foreign account in Uganda without updated KYC.
