transaction_id,branch,client_id,client_name,transaction_date,amount,currency,narrative,label
TXN00850,Mombasa,CL178,Client_850,2022-08-27,910821.98,KES,Large transfer to foreign account in Tanzania without updated KYC.,Non-Compliant
TXN00851,Kisumu,CL419,Client_851,2024-01-13,349340.24,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN00852,Eldoret,CL635,Client_852,2023-12-02,366284.64,KES,Customer activity consistent with historical pattern over last 12 months.,Compliant
TXN00853,Nairobi_Main,CL862,Client_853,2022-08-31,345873.72,KES,Domestic transfer to supplier with matching invoice and contract.,Compliant
TXN00854,Westlands,CL804,Client_854,2023-04-10,1242096.92,KES,Domestic transfer to supplier with matching invoice and contract.,Compliant
TXN00855,Westlands,CL233,Client_855,2022-06-10,5274813.19,KES,Multiple cash deposits just below reporting threshold over 3 days.,Non-Compliant
TXN00856,Nairobi_Main,CL893,Client_856,2024-09-18,362390.48,KES,Salary deposit verified with updated KYC; payslips on file.,Compliant
TXN00857,Westlands,CL210,Client_857,2022-03-09,301749.08,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN00858,Nairobi_Main,CL359,Client_858,2022-03-30,2245130.04,KES,Dormant account reactivated with high-value transfers to Dubai.,Non-Compliant
TXN00859,Nairobi_Main,CL901,Client_859,2022-09-11,893587.25,KES,Customer refused to provide source of funds documentation.,Non-Compliant
TXN00860,Kisumu,CL129,Client_860,2022-07-05,841593.39,KES,Customer activity consistent with historical pattern over last 12 months.,Compliant
TXN00861,Eldoret,CL456,Client_861,2023-12-23,622840.73,KES,FX purchase supported by trade documents and tax compliance certificate.,Compliant
TXN00862,Eldoret,CL347,Client_862,2024-10-31,187021.55,KES,Salary deposit verified with updated KYC; payslips on file.,Compliant
TXN00863,Eldoret,CL881,Client_863,2022-01-29,1596387.21,KES,Domestic transfer to supplier with matching invoice and contract.,Compliant
TXN00864,Kisumu,CL275,Client_864,2022-01-09,1899524.92,KES,Domestic transfer to supplier with matching invoice and contract.,Compliant
TXN00865,Eldoret,CL971,Client_865,2024-08-30,846182.37,KES,Rapid withdrawals inconsistent with customer profile; STR recommended.,Non-Compliant
TXN00866,Nairobi_Main,CL285,Client_866,2023-12-28,411930.08,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN00867,Westlands,CL626,Client_867,2023-04-12,1899837.38,KES,Multiple cash deposits just below reporting threshold over 3 days.,Non-Compliant
TXN00868,Nairobi_Main,CL577,Client_868,2022-08-14,682910.95,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN00869,Kisumu,CL821,Client_869,2023-08-14,856818.16,KES,Salary deposit verified with updated KYC; payslips on file.,Compliant
TXN00870,Kisumu,CL605,Client_870,2022-08-25,2206996.67,KES,Customer activity consistent with historical pattern over last 12 months.,Compliant
TXN00871,Mombasa,CL714,Client_871,2023-10-01,477412.87,KES,Domestic transfer to supplier with matching invoice and contract.,Compliant
TXN00872,Eldoret,CL517,Client_872,2023-08-19,309029.47,KES,Domestic transfer to supplier with matching invoice and contract.,Compliant
TXN00873,Nairobi_Main,CL961,Client_873,2024-09-01,424476.83,KES,Rapid withdrawals inconsistent with customer profile; STR recommended.,Non-Compliant
TXN00874,Mombasa,CL788,Client_874,2022-08-04,760828.28,KES,Frequent transfers to M-Pesa agents; smurfing suspected.,Non-Compliant
TXN00875,Nairobi_Main,CL222,Client_875,2022-10-21,1425717.46,KES,Round-dollar transfers to high-risk jurisdiction; purpose unclear.,Non-Compliant
TXN00876,Westlands,CL166,Client_876,2024-01-15,1897770.82,KES,Customer activity consistent with historical pattern over last 12 months.,Compliant
TXN00877,Westlands,CL709,Client_877,2024-04-07,921861.09,KES,Customer refused to provide source of funds documentation.,Non-Compliant
TXN00878,Mombasa,CL385,Client_878,2023-07-14,632004.36,KES,Customer activity consistent with historical pattern over last 12 months.,Compliant
TXN00879,Mombasa,CL782,Client_879,2024-04-08,534188.46,KES,FX purchase supported by trade documents and tax compliance certificate.,Compliant
TXN00880,Kisumu,CL250,Client_880,2024-07-20,1241555.13,KES,Salary deposit verified with updated KYC; payslips on file.,Compliant
TXN00881,Kisumu,CL601,Client_881,2024-10-15,14278124.71,KES,Rapid withdrawals inconsistent with customer profile; STR recommended.,Non-Compliant
TXN00882,Nairobi_Main,CL855,Client_882,2022-04-19,910927.06,KES,Frequent transfers to M-Pesa agents; smurfing suspected.,Non-Compliant
TXN00883,Westlands,CL491,Client_883,2023-11-01,945533.41,KES,Dormant account reactivated with high-value transfers to Hong Kong.,Non-Compliant
TXN00884,Nairobi_Main,CL776,Client_884,2024-11-30,1122324.58,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN00885,Westlands,CL400,Client_885,2024-10-16,870936.23,KES,FX purchase supported by trade documents and tax compliance certificate.,Compliant
TXN00886,Kisumu,CL655,Client_886,2023-12-05,7740962.51,KES,Large transfer to foreign account in Uganda without updated KYC.,Non-Compliant
TXN00887,Nairobi_Main,CL492,Client_887,2024-07-10,813214.12,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN00888,Mombasa,CL570,Client_888,2022-03-15,420203.98,KES,Domestic transfer to supplier with matching invoice and contract.,Compliant
TXN00889,Eldoret,CL775,Client_889,2023-09-13,817052.3,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN00890,Mombasa,CL237,Client_890,2023-10-02,3984144.72,KES,Frequent transfers to M-Pesa agents; smurfing suspected.,Non-Compliant
TXN00891,Eldoret,CL791,Client_891,2024-10-01,3073827.12,KES,Frequent transfers to M-Pesa agents; smurfing suspected.,Non-Compliant
TXN00892,Westlands,CL618,Client_892,2022-04-25,770728.79,KES,Customer activity consistent with historical pattern over last 12 months.,Compliant
TXN00893,Mombasa,CL705,Client_893,2024-02-13,3836255.12,KES,Dormant account reactivated with high-value transfers to UK.,Non-Compliant
TXN00894,Nairobi_Main,CL128,Client_894,2022-04-03,1225068.0,KES,Customer activity consistent with historical pattern over last 12 months.,Compliant
TXN00895,Kisumu,CL928,Client_895,2022-02-25,1421909.57,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN00896,Nairobi_Main,CL538,Client_896,2023-12-08,850940.02,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN00897,Kisumu,CL157,Client_897,2023-05-16,480708.98,KES,Domestic transfer to supplier with matching invoice and contract.,Compliant
TXN00898,Kisumu,CL706,Client_898,2022-06-23,598809.97,KES,Customer activity consistent with historical pattern over last 12 months.,Compliant
TXN00899,Nairobi_Main,CL445,Client_899,2022-12-14,1257399.52,KES,FX purchase supported by trade documents and tax compliance certificate.,Compliant
TXN00900,Kisumu,CL138,Client_900,2024-08-01,704157.9,KES,Round-dollar transfers to high-risk jurisdiction; purpose unclear.,Non-Compliant
TXN00901,Nairobi_Main,CL812,Client_901,2024-08-19,699465.2,KES,Customer activity consistent with historical pattern over last 12 months.,Compliant
TXN00902,Mombasa,CL684,Client_902,2024-03-10,1030953.92,KES,Multiple cash deposits just below reporting threshold over 3 days.,Non-Compliant
TXN00903,Nairobi_Main,CL807,Client_903,2023-02-26,551347.95,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN00904,Eldoret,CL930,Client_904,2023-11-27,1322343.77,KES,FX purchase supported by trade documents and tax compliance certificate.,Compliant
TXN00905,Kisumu,CL472,Client_905,2024-06-11,617706.9,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN00906,Nairobi_Main,CL960,Client_906,2023-03-15,1531553.13,KES,Dormant account reactivated with high-value transfers to Dubai.,Non-Compliant
TXN00907,Kisumu,CL687,Client_907,2024-04-03,208584.75,KES,FX purchase supported by trade documents and tax compliance certificate.,Compliant
TXN00908,Nairobi_Main,CL834,Client_908,2022-07-14,2875186.82,KES,Dormant account reactivated with high-value transfers to Hong Kong.,Non-Compliant
TXN00909,Eldoret,CL920,Client_909,2024-12-23,849020.77,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN00910,Westlands,CL455,Client_910,2022-06-07,2456574.13,KES,FX purchase supported by trade documents and tax compliance certificate.,Compliant
TXN00911,Kisumu,CL543,Client_911,2023-10-04,435632.92,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN00912,Mombasa,CL357,Client_912,2024-11-21,629955.98,KES,FX purchase supported by trade documents and tax compliance certificate.,Compliant
TXN00913,Westlands,CL119,Client_913,2024-11-23,1838471.94,KES,Frequent transfers to M-Pesa agents; smurfing suspected.,Non-Compliant
TXN00914,Mombasa,CL374,Client_914,2024-12-27,6075093.58,KES,Large transfer to foreign account in Somalia without updated KYC.,Non-Compliant
TXN00915,Westlands,CL473,Client_915,2024-08-05,505494.85,KES,Domestic transfer to supplier with matching invoice and contract.,Compliant
TXN00916,Westlands,CL864,Client_916,2023-09-07,656918.39,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN00917,Kisumu,CL980,Client_917,2022-05-12,2538558.25,KES,Round-dollar transfers to high-risk jurisdiction; purpose unclear.,Non-Compliant
TXN00918,Kisumu,CL761,Client_918,2022-11-25,1737483.24,KES,Customer refused to provide source of funds documentation.,Non-Compliant
TXN00919,Westlands,CL216,Client_919,2022-11-04,395338.04,KES,Salary deposit verified with updated KYC; payslips on file.,Compliant
TXN00920,Westlands,CL916,Client_920,2023-09-28,619001.51,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN00921,Eldoret,CL546,Client_921,2024-05-14,1145718.17,KES,Domestic transfer to supplier with matching invoice and contract.,Compliant
TXN00922,Westlands,CL379,Client_922,2022-10-07,583112.98,KES,Dormant account reactivated with high-value transfers to China.,Non-Compliant
TXN00923,Eldoret,CL280,Client_923,2022-03-28,1655597.79,KES,Large transfer to foreign account in Dubai without updated KYC.,Non-Compliant
TXN00924,Nairobi_Main,CL421,Client_924,2023-09-03,331013.83,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN00925,Kisumu,CL787,Client_925,2022-07-04,4306094.77,KES,Rapid withdrawals inconsistent with customer profile; STR recommended.,Non-Compliant
TXN00926,Nairobi_Main,CL684,Client_926,2024-10-21,186049.71,KES,FX purchase supported by trade documents and tax compliance certificate.,Compliant
TXN00927,Eldoret,CL893,Client_927,2024-12-11,365402.48,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN00928,Nairobi_Main,CL343,Client_928,2022-09-08,703658.42,KES,Customer activity consistent with historical pattern over last 12 months.,Compliant
TXN00929,Eldoret,CL854,Client_929,2024-03-09,1616650.25,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN00930,Westlands,CL247,Client_930,2022-08-07,1384465.59,KES,Customer refused to provide source of funds documentation.,Non-Compliant
TXN00931,Mombasa,CL518,Client_931,2023-06-05,366355.82,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN00932,Eldoret,CL483,Client_932,2022-08-20,7984728.7,KES,Round-dollar transfers to high-risk jurisdiction; purpose unclear.,Non-Compliant
TXN00933,Westlands,CL384,Client_933,2022-10-24,399028.25,KES,Frequent transfers to M-Pesa agents; smurfing suspected.,Non-Compliant
TXN00934,Kisumu,CL121,Client_934,2022-03-13,115940.9,KES,Domestic transfer to supplier with matching invoice and contract.,Compliant
TXN00935,Kisumu,CL665,Client_935,2024-02-27,735282.54,KES,Customer activity consistent with historical pattern over last 12 months.,Compliant
TXN00936,Nairobi_Main,CL647,Client_936,2023-04-30,380241.57,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN00937,Nairobi_Main,CL502,Client_937,2023-06-08,264378.49,KES,Salary deposit verified with updated KYC; payslips on file.,Compliant
TXN00938,Westlands,CL404,Client_938,2023-03-07,887221.11,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN00939,Kisumu,CL931,Client_939,2024-04-12,640920.37,KES,Customer activity consistent with historical pattern over last 12 months.,Compliant
TXN00940,Nairobi_Main,CL942,Client_940,2024-10-03,364085.85,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN00941,Kisumu,CL834,Client_941,2024-05-15,220529.54,KES,Domestic transfer to supplier with matching invoice and contract.,Compliant
TXN00942,Kisumu,CL618,Client_942,2022-05-16,3221029.53,KES,Round-dollar transfers to high-risk jurisdiction; purpose unclear.,Non-Compliant
TXN00943,Kisumu,CL564,Client_943,2022-02-26,2637075.41,KES,Rapid withdrawals inconsistent with customer profile; STR recommended.,Non-Compliant
TXN00944,Westlands,CL103,Client_944,2024-03-31,504123.67,KES,Customer activity consistent with historical pattern over last 12 months.,Compliant
TXN00945,Kisumu,CL689,Client_945,2022-06-18,1968231.33,KES,Domestic transfer to supplier with matching invoice and contract.,Compliant
TXN00946,Westlands,CL628,Client_946,2022-09-24,560690.15,KES,Third-party deposits followed by immediate outward remittances.,Non-Compliant
TXN00947,Mombasa,CL994,Client_947,2022-10-01,185745.43,KES,Domestic transfer to supplier with matching invoice and contract.,Compliant
TXN00948,Eldoret,CL946,Client_948,2023-11-02,332922.28,KES,Domestic transfer to supplier with matching invoice and contract.,Compliant
TXN00949,Nairobi_Main,CL524,Client_949,2024-01-23,1409819.99,KES,Round-dollar transfers to high-risk jurisdiction; purpose unclear.,Non-Compliant
TXN00950,Eldoret,CL329,Client_950,2022-02-12,640713.46,KES,FX purchase supported by trade documents and tax compliance certificate.,Compliant
TXN00951,Eldoret,CL741,Client_951,2023-04-14,456404.5,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN00952,Westlands,CL368,Client_952,2022-12-12,691375.78,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN00953,Eldoret,CL539,Client_953,2023-06-17,476210.15,KES,Multiple cash deposits just below reporting threshold over 3 days.,Non-Compliant
TXN00954,Westlands,CL680,Client_954,2022-08-29,1484569.25,KES,FX purchase supported by trade documents and tax compliance certificate.,Compliant
TXN00955,Mombasa,CL891,Client_955,2024-07-18,1364179.82,KES,Multiple cash deposits just below reporting threshold over 3 days.,Non-Compliant
TXN00956,Westlands,CL295,Client_956,2023-06-30,1181277.55,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN00957,Mombasa,CL233,Client_957,2024-06-02,1999590.19,KES,Customer refused to provide source of funds documentation.,Non-Compliant
TXN00958,Westlands,CL528,Client_958,2023-01-05,743948.62,KES,Domestic transfer to supplier with matching invoice and contract.,Compliant
TXN00959,Nairobi_Main,CL397,Client_959,2023-06-21,805192.85,KES,FX purchase supported by trade documents and tax compliance certificate.,Compliant
TXN00960,Mombasa,CL354,Client_960,2024-01-28,739253.37,KES,Salary deposit verified with updated KYC; payslips on file.,Compliant
TXN00961,Nairobi_Main,CL580,Client_961,2022-09-30,847381.2,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN00962,Westlands,CL830,Client_962,2024-02-25,1370117.1,KES,FX purchase supported by trade documents and tax compliance certificate.,Compliant
TXN00963,Kisumu,CL174,Client_963,2022-07-15,620055.84,KES,Salary deposit verified with updated KYC; payslips on file.,Compliant
TXN00964,Kisumu,CL340,Client_964,2024-08-22,2780394.5,KES,Large transfer to foreign account in Dubai without updated KYC.,Non-Compliant
TXN00965,Kisumu,CL616,Client_965,2024-02-20,507466.01,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN00966,Kisumu,CL235,Client_966,2022-03-26,5368749.08,KES,Dormant account reactivated with high-value transfers to Mauritius.,Non-Compliant
TXN00967,Eldoret,CL604,Client_967,2023-11-26,336557.87,KES,Domestic transfer to supplier with matching invoice and contract.,Compliant
TXN00968,Nairobi_Main,CL424,Client_968,2024-12-22,1906268.65,KES,Domestic transfer to supplier with matching invoice and contract.,Compliant
TXN00969,Kisumu,CL219,Client_969,2023-10-04,1416724.17,KES,Rapid withdrawals inconsistent with customer profile; STR recommended.,Non-Compliant
TXN00970,Kisumu,CL865,Client_970,2024-01-09,198482.74,KES,Customer activity consistent with historical pattern over last 12 months.,Compliant
TXN00971,Kisumu,CL727,Client_971,2023-06-25,591060.16,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN00972,Westlands,CL423,Client_972,2024-10-03,795760.47,KES,Frequent transfers to M-Pesa agents; smurfing suspected.,Non-Compliant
TXN00973,Westlands,CL252,Client_973,2022-04-22,973302.77,KES,Domestic transfer to supplier with matching invoice and contract.,Compliant
TXN00974,Nairobi_Main,CL581,Client_974,2023-06-17,816382.62,KES,Frequent transfers to M-Pesa agents; smurfing suspected.,Non-Compliant
TXN00975,Nairobi_Main,CL606,Client_975,2022-03-25,983069.31,KES,Third-party deposits followed by immediate outward remittances.,Non-Compliant
TXN00976,Mombasa,CL568,Client_976,2024-10-06,268179.91,KES,Rapid withdrawals inconsistent with customer profile; STR recommended.,Non-Compliant
TXN00977,Kisumu,CL195,Client_977,2023-02-22,393716.18,KES,Domestic transfer to supplier with matching invoice and contract.,Compliant
TXN00978,Westlands,CL867,Client_978,2024-11-07,99040.53,KES,FX purchase supported by trade documents and tax compliance certificate.,Compliant
TXN00979,Eldoret,CL317,Client_979,2022-01-09,178308.06,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN00980,Nairobi_Main,CL352,Client_980,2024-10-17,2912065.53,KES,Third-party deposits followed by immediate outward remittances.,Non-Compliant
TXN00981,Kisumu,CL797,Client_981,2022-09-07,936645.46,KES,Customer activity consistent with historical pattern over last 12 months.,Compliant
TXN00982,Eldoret,CL208,Client_982,2023-10-25,2154160.84,KES,Large transfer to foreign account in Hong Kong without updated KYC.,Non-Compliant
TXN00983,Mombasa,CL950,Client_983,2024-09-09,615211.55,KES,Dormant account reactivated with high-value transfers to Dubai.,Non-Compliant
TXN00984,Kisumu,CL144,Client_984,2024-07-16,1407125.85,KES,Rapid withdrawals inconsistent with customer profile; STR recommended.,Non-Compliant
TXN00985,Nairobi_Main,CL920,Client_985,2023-08-03,1464109.43,KES,Large transfer to foreign account in Hong Kong without updated KYC.,Non-Compliant
TXN00986,Eldoret,CL716,Client_986,2024-02-21,517865.99,KES,Round-dollar transfers to high-risk jurisdiction; purpose unclear.,Non-Compliant
TXN00987,Westlands,CL345,Client_987,2024-03-27,1547852.14,KES,Salary deposit verified with updated KYC; payslips on file.,Compliant
TXN00988,Westlands,CL266,Client_988,2024-03-06,998643.97,KES,Customer activity consistent with historical pattern over last 12 months.,Compliant
TXN00989,Westlands,CL223,Client_989,2023-09-04,462927.2,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN00990,Kisumu,CL801,Client_990,2022-09-26,550630.95,KES,Salary deposit verified with updated KYC; payslips on file.,Compliant
TXN00991,Kisumu,CL624,Client_991,2023-02-14,625225.69,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN00992,Mombasa,CL587,Client_992,2023-07-04,129415.78,KES,Salary deposit verified with updated KYC; payslips on file.,Compliant
TXN00993,Mombasa,CL930,Client_993,2024-01-25,454510.29,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN00994,Mombasa,CL195,Client_994,2022-03-24,335243.04,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN00995,Westlands,CL763,Client_995,2022-11-14,596325.53,KES,Multiple cash deposits just below reporting threshold over 3 days.,Non-Compliant
TXN00996,Mombasa,CL547,Client_996,2022-06-12,443844.61,KES,Customer activity consistent with historical pattern over last 12 months.,Compliant
TXN00997,Westlands,CL230,Client_997,2023-09-08,1901931.62,KES,FX purchase supported by trade documents and tax compliance certificate.,Compliant
TXN00998,Mombasa,CL402,Client_998,2022-04-08,846266.84,KES,Salary deposit verified with updated KYC; payslips on file.,Compliant
TXN00999,Eldoret,CL210,Client_999,2024-11-11,878471.64,KES,Round-dollar transfers to high-risk jurisdiction; purpose unclear.,Non-Compliant
TXN01000,Mombasa,CL776,Client_1000,2023-06-03,2459145.53,KES,Dormant account reactivated with high-value transfers to Hong Kong.,Non-Compliant
TXN01001,Eldoret,CL116,Client_1001,2022-08-22,1439129.26,KES,Domestic transfer to supplier with matching invoice and contract.,Compliant
TXN01002,Westlands,CL963,Client_1002,2024-03-15,3375892.58,KES,Multiple cash deposits just below reporting threshold over 3 days.,Non-Compliant
TXN01003,Kisumu,CL421,Client_1003,2024-07-20,563397.82,KES,FX purchase supported by trade documents and tax compliance certificate.,Compliant
TXN01004,Kisumu,CL449,Client_1004,2023-01-19,820571.97,KES,Rapid withdrawals inconsistent with customer profile; STR recommended.,Non-Compliant
TXN01005,Eldoret,CL365,Client_1005,2022-08-06,2753548.45,KES,Large transfer to foreign account in Dubai without updated KYC.,Non-Compliant
TXN01006,Mombasa,CL219,Client_1006,2022-01-28,2093058.28,KES,Frequent transfers to M-Pesa agents; smurfing suspected.,Non-Compliant
TXN01007,Mombasa,CL989,Client_1007,2024-09-23,1011186.81,KES,FX purchase supported by trade documents and tax compliance certificate.,Compliant
TXN01008,Eldoret,CL469,Client_1008,2024-03-19,2601645.33,KES,Multiple cash deposits just below reporting threshold over 3 days.,Non-Compliant
TXN01009,Westlands,CL114,Client_1009,2023-01-26,1126568.56,KES,Salary deposit verified with updated KYC; payslips on file.,Compliant
TXN01010,Westlands,CL979,Client_1010,2022-02-24,371511.59,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN01011,Westlands,CL765,Client_1011,2023-05-11,4807340.89,KES,Customer refused to provide source of funds documentation.,Non-Compliant
TXN01012,Kisumu,CL888,Client_1012,2024-08-07,620524.1,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN01013,Mombasa,CL122,Client_1013,2022-08-27,2309825.67,KES,Domestic transfer to supplier with matching invoice and contract.,Compliant
TXN01014,Mombasa,CL596,Client_1014,2024-08-23,333556.83,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN01015,Eldoret,CL348,Client_1015,2023-02-17,7006630.15,KES,Round-dollar transfers to high-risk jurisdiction; purpose unclear.,Non-Compliant
TXN01016,Kisumu,CL108,Client_1016,2022-07-30,620659.28,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN01017,Mombasa,CL854,Client_1017,2023-08-19,342493.31,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN01018,Mombasa,CL597,Client_1018,2024-11-17,385108.32,KES,Domestic transfer to supplier with matching invoice and contract.,Compliant
TXN01019,Nairobi_Main,CL640,Client_1019,2022-02-08,431816.88,KES,FX purchase supported by trade documents and tax compliance certificate.,Compliant
TXN01020,Kisumu,CL666,Client_1020,2022-05-11,727170.43,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN01021,Mombasa,CL219,Client_1021,2024-10-10,779170.24,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN01022,Mombasa,CL121,Client_1022,2022-11-27,361641.98,KES,Domestic transfer to supplier with matching invoice and contract.,Compliant
TXN01023,Mombasa,CL452,Client_1023,2024-06-16,531230.76,KES,FX purchase supported by trade documents and tax compliance certificate.,Compliant
TXN01024,Westlands,CL701,Client_1024,2023-11-26,2420753.11,KES,Domestic transfer to supplier with matching invoice and contract.,Compliant
TXN01025,Kisumu,CL840,Client_1025,2024-03-10,1810801.67,KES,Customer activity consistent with historical pattern over last 12 months.,Compliant
TXN01026,Mombasa,CL918,Client_1026,2022-11-28,2175330.8,KES,Dormant account reactivated with high-value transfers to Hong Kong.,Non-Compliant
TXN01027,Mombasa,CL232,Client_1027,2022-12-21,1519973.0,KES,Rapid withdrawals inconsistent with customer profile; STR recommended.,Non-Compliant
TXN01028,Nairobi_Main,CL912,Client_1028,2024-05-01,587729.41,KES,Customer activity consistent with historical pattern over last 12 months.,Compliant
TXN01029,Westlands,CL314,Client_1029,2022-04-07,830233.76,KES,Customer activity consistent with historical pattern over last 12 months.,Compliant
TXN01030,Kisumu,CL465,Client_1030,2022-11-21,264089.99,KES,FX purchase supported by trade documents and tax compliance certificate.,Compliant
TXN01031,Nairobi_Main,CL926,Client_1031,2022-05-11,1165150.84,KES,Round-dollar transfers to high-risk jurisdiction; purpose unclear.,Non-Compliant
TXN01032,Eldoret,CL332,Client_1032,2022-09-05,327182.81,KES,Frequent transfers to M-Pesa agents; smurfing suspected.,Non-Compliant
TXN01033,Kisumu,CL903,Client_1033,2023-12-29,714584.25,KES,FX purchase supported by trade documents and tax compliance certificate.,Compliant
TXN01034,Kisumu,CL254,Client_1034,2024-11-21,850038.7,KES,Salary deposit verified with updated KYC; payslips on file.,Compliant
TXN01035,Mombasa,CL918,Client_1035,2024-07-25,385296.9,KES,Salary deposit verified with updated KYC; payslips on file.,Compliant
TXN01036,Eldoret,CL724,Client_1036,2022-07-28,1626255.57,KES,FX purchase supported by trade documents and tax compliance certificate.,Compliant
TXN01037,Nairobi_Main,CL271,Client_1037,2022-08-30,229111.49,KES,Customer activity consistent with historical pattern over last 12 months.,Compliant
TXN01038,Westlands,CL845,Client_1038,2023-08-22,193868.93,KES,FX purchase supported by trade documents and tax compliance certificate.,Compliant
TXN01039,Mombasa,CL850,Client_1039,2022-07-23,632298.12,KES,Customer activity consistent with historical pattern over last 12 months.,Compliant
TXN01040,Kisumu,CL938,Client_1040,2022-10-10,1124634.68,KES,Domestic transfer to supplier with matching invoice and contract.,Compliant
TXN01041,Mombasa,CL525,Client_1041,2022-01-14,6686057.34,KES,Frequent transfers to M-Pesa agents; smurfing suspected.,Non-Compliant
TXN01042,Kisumu,CL617,Client_1042,2022-12-17,391907.46,KES,Customer activity consistent with historical pattern over last 12 months.,Compliant
TXN01043,Kisumu,CL832,Client_1043,2024-04-29,1149774.72,KES,Domestic transfer to supplier with matching invoice and contract.,Compliant
TXN01044,Westlands,CL871,Client_1044,2024-12-20,1418828.91,KES,Customer refused to provide source of funds documentation.,Non-Compliant
TXN01045,Mombasa,CL523,Client_1045,2024-04-18,478858.72,KES,FX purchase supported by trade documents and tax compliance certificate.,Compliant
TXN01046,Kisumu,CL130,Client_1046,2024-06-25,1003056.06,KES,Salary deposit verified with updated KYC; payslips on file.,Compliant
TXN01047,Eldoret,CL171,Client_1047,2022-06-23,853094.85,KES,Customer activity consistent with historical pattern over last 12 months.,Compliant
TXN01048,Mombasa,CL890,Client_1048,2022-12-03,179247.98,KES,Salary deposit verified with updated KYC; payslips on file.,Compliant
TXN01049,Mombasa,CL877,Client_1049,2022-03-17,1519023.49,KES,FX purchase supported by trade documents and tax compliance certificate.,Compliant
TXN01050,Nairobi_Main,CL746,Client_1050,2024-11-30,5086406.86,KES,Round-dollar transfers to high-risk jurisdiction; purpose unclear.,Non-Compliant
TXN01051,Eldoret,CL994,Client_1051,2023-09-16,836509.85,KES,Third-party deposits followed by immediate outward remittances.,Non-Compliant
TXN01052,Kisumu,CL640,Client_1052,2022-10-28,712875.79,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN01053,Westlands,CL657,Client_1053,2024-06-24,763616.62,KES,Incoming payment from verified business partner; documentation reviewed.,Compliant
TXN01054,Westlands,CL408,Client_1054,2022-06-22,648535.25,KES,FX purchase supported by trade documents and tax compliance certificate.,Compliant
TXN01055,Kisumu,CL499,Client_1055,2022-09-16,367613.13,KES,Domestic transfer to supplier with matching invoice and contract.,Compliant
TXN01056,Nairobi_Main,CL623,Client_1056,2023-10-02,337683.26,KES,Domestic transfer to supplier with matching invoice and contract.,Compliant
TXN01057,Nairobi_Main,CL128,Client_1057,2023-06-14,1435467.78,KES,Dormant account reactivated with high-value transfers to Uganda.,Non-Compliant
TXN01058,Eldoret,CL213,Client_1058,2022-05-03,1228015.87,KES,Customer activity consistent with historical pattern over last 12 months.,Compliant
TXN01059,Eldoret,CL462,Client_1059,2022-09-11,790578.4,KES,Salary deposit verified with updated KYC; payslips on file.,Compliant
TXN01060,Mombasa,CL405,Client_1060,2022-01-11,1052256.12,KES,Third-party deposits followed by immediate outward remittances.,Non-Compliant
